kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,0.00316**2,0.000288636852810,0.016989315842919,-1291.831871410389795,0.015342372316868,-0.116029762376643,-0.226215340881970,-1.257053030163802
DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05),0.000210984307437,0.014525298875995,-1299.785356618879177,0.014485419594387,0.040110630640876,0.103675805963423,-0.098238266920536
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1, periodicity=1)",0.000241250817436,0.015532250881173,-1293.905537309251258,0.015342372316868,-0.000028902320826,-0.024905345452290,-0.629213409543391
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5)",0.000241224206251,0.015531394214650,-1293.905834693624456,0.015341620803706,0.000019130325222,-0.024792293211145,-0.628795328594595
RBF(length_scale=1),RBF(length_scale=1e+05),0.000241241885125,0.015531963337743,-1293.905636886578804,0.015342120077781,-0.000012798590737,-0.024867398335235,-0.629073004109425
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.000241245399208,0.015532076461582,-1293.905612826726156,0.015342218535358,-0.000017731731276,-0.024882327208694,-0.629133608800271
WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05),0.000288681978591,0.016990643854529,-1291.831871978293975,0.015342372316868,-0.116174612699293,-0.226407048643271,-1.257519317516622
1**2 * 1**2,0.00316**2 * 0.00316**2,0.000288681978140,0.016990643841238,-1291.831559988931531,0.015342372316868,-0.116174611249434,-0.226407046724591,-1.257519312850406
1**2 + 1**2,0.00316**2 + 0.00316**2,0.000288591802354,0.016987989944474,-1291.832182641114287,0.015342372316868,-0.115885182791410,-0.226023953119626,-1.256587410316222
1**2 * DotProduct(sigma_0=1),0.00316**2 * DotProduct(sigma_0=1e-05),0.000211309149376,0.014536476511742,-1294.035027525004352,0.014490809387876,0.040087492265088,0.102295780628437,-0.105497492380262
1**2 + DotProduct(sigma_0=1),0.00316**2 + DotProduct(sigma_0=1e-05),0.000210984280702,0.014525297955710,-1299.785434425703897,0.014485418602192,0.040110634068535,0.103675919540995,-0.098237675309320
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 * ExpSineSquared(length_scale=2.31e+03, periodicity=1e+05)",0.000288636852810,0.016989315842919,-1291.831871410389795,0.015342372316868,-0.116029762376646,-0.226215340881976,-1.257053030163824
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + ExpSineSquared(length_scale=4.89e+04, periodicity=0.00125)",0.000241250813709,0.015532250761217,-1293.905542243104264,0.015342372316868,-0.000028901751857,-0.024905329621471,-0.629213327431783
"1**2 * Matern(length_scale=1, nu=1.5)","0.00316**2 * Matern(length_scale=1e+05, nu=1.5)",0.000288636853438,0.016989315861374,-1291.831871410396616,0.015342372318742,-0.116029763808660,-0.226215343545864,-1.257053038866120
