kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,1.32**2,0.916230206916978,0.957199146947477,-1310.871143263309250,0.900665679742859,-0.000281343406619,-0.129476963617188,-76.169717837799837
DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05),0.001711707007137,0.041372780993508,-1299.823975112804874,0.041103121515610,0.997225300248986,0.997889904067310,0.913815228495658
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.0256, periodicity=1e+05)",0.123935079485602,0.352044144228536,-1298.133471577908495,0.309291798152224,0.978230307347134,0.847219818549666,-16.704962061400032
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=574, nu=1.5)",0.141033693683924,0.375544529561974,-1298.581056722793164,0.331618287948871,0.976163969492035,0.826141610582951,-19.207591279990137
RBF(length_scale=1),RBF(length_scale=408),0.123926763735251,0.352032333366199,-1298.133396105313295,0.309280961271265,0.978230164684650,0.847230069738053,-16.703671481550529
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=1e+05, length_scale=408)",0.123926922360803,0.352032558665819,-1298.133399557118537,0.309281182301705,0.978230156632939,0.847229874193412,-16.703695410265706
WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05),3.494242666666667,1.869289348032205,-1362.880645877562074,0.900665679742859,-3.386727447833066,-3.307505436399468,-256.698048078898751
1**2 * 1**2,12.1**2 * 0.109**2,0.916230206176785,0.957199146560832,-1310.871143263309477,0.900665679742859,-0.000281343353451,-0.129476962704720,-76.169717727139684
1**2 + 1**2,1.32**2 + 0.0149**2,0.916230208074240,0.957199147551981,-1310.871143263309250,0.900665679742859,-0.000281343489745,-0.129476965043795,-76.169718010812474
1**2 * DotProduct(sigma_0=1),0.00417**2 * DotProduct(sigma_0=1e-05),0.001451283666528,0.038095717167788,-1294.847131185420722,0.034472113198950,0.997007954312072,0.998210939285081,0.967856889643230
1**2 + DotProduct(sigma_0=1),0.00316**2 + DotProduct(sigma_0=1.03e-05),0.001711174355988,0.041366343275521,-1299.824045925852943,0.041096725754425,0.997226163682208,0.997890560689628,0.913842047668172
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","1.99**2 * ExpSineSquared(length_scale=0.101, periodicity=4.14e+04)",0.030528856983066,0.174725089735465,-1297.398906216865498,0.156811600601322,0.994328781856335,0.962365745608885,-3.341495435699244
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","1.02**2 + ExpSineSquared(length_scale=0.0466, periodicity=5.18e+04)",0.086351391496626,0.293856072757781,-1297.876009803158013,0.263381690203183,0.984565775943409,0.893550871019726,-11.318837647183376
"1**2 * Matern(length_scale=1, nu=1.5)","2.1**2 * Matern(length_scale=1.17e+03, nu=1.5)",0.040768637515630,0.201912450125369,-1297.842538820826576,0.182226659568740,0.992087771053250,0.949742721245889,-4.776005510542361
"1**2 + Matern(length_scale=1, nu=1.5)","0.983**2 + Matern(length_scale=547, nu=1.5)",0.106045768354318,0.325646692527834,-1298.374905721385858,0.292433074236002,0.980101449310235,0.869272753134475,-14.067994190646541
1**2 * RBF(length_scale=1),1.99**2 * RBF(length_scale=662),0.030447674798036,0.174492621041797,-1297.398061820285648,0.156603209054828,0.994336140654841,0.962465822431452,-3.329456320630751
1**2 + RBF(length_scale=1),1.02**2 + RBF(length_scale=384),0.086329530090606,0.293818872931276,-1297.875687354971433,0.263347000744867,0.984569638750098,0.893577820529037,-11.315716054779054
"1**2 * RationalQuadratic(alpha=1, length_scale=1)","1.99**2 * RationalQuadratic(alpha=1e+05, length_scale=662)",0.030447574883706,0.174492334741975,-1297.398064324910365,0.156602967431297,0.994336155252551,0.962465945600208,-3.329441858218365
"1**2 + RationalQuadratic(alpha=1, length_scale=1)","1.02**2 + RationalQuadratic(alpha=1e+05, length_scale=384)",0.086329964689641,0.293819612499985,-1297.875691805762926,0.263347639364243,0.984569553788568,0.893577284779839,-11.315777588323391
1**2 * WhiteKernel(noise_level=1),0.00316**2 * WhiteKernel(noise_level=1e-05),3.494242666666667,1.869289348032205,-1362.880404936267723,0.900665679742859,-3.386727447833066,-3.307505436399468,-256.698048078898751
1**2 + WhiteKernel(noise_level=1),1.32**2 + WhiteKernel(noise_level=1e-05),0.916230219223159,0.957199153375701,-1310.871438565169683,0.900665679742859,-0.000281344290571,-0.129476978787554,-76.169719677595324
DotProduct(sigma_0=1) * DotProduct(sigma_0=1),DotProduct(sigma_0=0.00426) * DotProduct(sigma_0=1e-05),0.002845600069454,0.053344166217626,-1307.642266930075493,0.052246664187121,0.995739171332059,0.996492104602259,0.834199317438525
DotProduct(sigma_0=1) + DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=1e-05),0.001711710820997,0.041372827084898,-1300.170544299333869,0.041103179451314,0.997225300257861,0.997889899365798,0.913814640215483
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=8.91e-05) * ExpSineSquared(length_scale=1e+05, periodicity=1e-05)",0.001711706590676,0.041372775960474,-1299.823975168258585,0.041103116516476,0.997225300925132,0.997889904580700,0.913815249396891
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=7.34e+04, periodicity=1.64e+04)",0.000006237881384,0.002497575100751,-1301.185315085338061,0.002481274573268,0.999989887639859,0.999992310291375,0.999685964484504
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5)",0.001063375325743,0.032609436145737,-1301.617904584838925,0.027885248421225,0.998800298477510,0.998689130826469,0.912918744595919
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1.04e-05) + Matern(length_scale=1e+05, nu=1.5)",0.000006235955150,0.002497189450131,-1301.185324543023853,0.002480857380268,0.999989888009068,0.999992312665927,0.999686237685007
DotProduct(sigma_0=1) * RBF(length_scale=1),DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05),0.001024115368579,0.032001802583276,-1301.078452545955770,0.027191801949984,0.998762332756433,0.998737528289109,0.921398565838657
DotProduct(sigma_0=1) + RBF(length_scale=1),DotProduct(sigma_0=1e-05) + RBF(length_scale=1e+05),0.000006237232123,0.002497445119110,-1301.185318132761950,0.002481133959570,0.999989887763738,0.999992311091747,0.999686056606428
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1e-05) * RationalQuadratic(alpha=1e+05, length_scale=1e+05)",0.001024115120592,0.032001798708690,-1301.078448393811868,0.027191798307116,0.998762332647225,0.998737528594814,0.921398611042882
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=0.000173) + RationalQuadratic(alpha=0.0476, length_scale=1e+05)",0.000006237232027,0.002497445099858,-1301.185318150174908,0.002481133945189,0.999989887764284,0.999992311091865,0.999686056586257
DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05),3.494242666666667,1.869289348032205,-1386.563733452851238,0.900665679742859,-3.386727447833066,-3.307505436399468,-256.698048078898751
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),DotProduct(sigma_0=1e-05) + WhiteKernel(noise_level=1e-05),0.001711707007348,0.041372780996066,-1299.824286567762556,0.041103121518658,0.997225300249088,0.997889904067049,0.913815228456489
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=2e+03, periodicity=506) * ExpSineSquared(length_scale=0.029, periodicity=8.83e+04)",0.123938397008583,0.352048855996697,-1298.133497551896653,0.309296067849022,0.978230446150945,0.847215728894299,-16.705482172273818
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1.19e+04, periodicity=9.1e+03) + ExpSineSquared(length_scale=0.0242, periodicity=1e+05)",0.086820987301385,0.294654012871681,-1297.875855233410221,0.264012295052062,0.984521389116821,0.892971979776366,-11.388361040872846
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.0256, periodicity=1e+05) * Matern(length_scale=1e+05, nu=1.5)",0.123933292173160,0.352041605741652,-1298.133471776162423,0.309289585341580,0.978230189591019,0.847222021847718,-16.704679101597009
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.0634, periodicity=4.39e+04) + Matern(length_scale=1.04e+03, nu=1.5)",0.070513445872186,0.265543679782039,-1297.717158999955018,0.236998797945641,0.988302950369019,0.913074997815349,-9.117413898518370
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1.13e+04, periodicity=3.47e+03) * RBF(length_scale=408)",0.123926764929288,0.352032335062118,-1298.133396105572047,0.309280962752054,0.978230164761945,0.847230068266112,-16.703671670497542
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=487)",0.065382068033316,0.255699174878052,-1297.582418653606510,0.227798780892858,0.989068177306937,0.919400671228935,-8.375649939613320
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1.13e+04, periodicity=5.09e+04) * RationalQuadratic(alpha=1e+05, length_scale=408)",0.123939250037758,0.352050067515628,-1298.133399582095080,0.309296451636837,0.978230967523144,0.847214677328005,-16.705646992352204
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=0.0321, periodicity=1e+05) + RationalQuadratic(alpha=9.84e+03, length_scale=511)",0.063275722718843,0.251546661116468,-1297.535947707877312,0.223883000391415,0.989321081991296,0.921997255026500,-8.067250684080815
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1e-05)",3.494242666666667,1.869289348032205,-1362.880645877562074,0.900665679742859,-3.386727447833066,-3.307505436399468,-256.698048078898751
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.0279, periodicity=9.18e+04) + WhiteKernel(noise_level=1e-05)",0.123943462502968,0.352056050229175,-1298.133796139220749,0.309302275037499,0.978230752710881,0.847209484438295,-16.706282380658546
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5)","Matern(length_scale=860, nu=1.5) * Matern(length_scale=860, nu=1.5)",0.136690626172443,0.369716954131729,-1298.472250686376810,0.326147306610673,0.976952453808242,0.831495499451294,-18.588793710827922
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=788, nu=1.5) + Matern(length_scale=788, nu=1.5)",0.078687523832268,0.280512965533267,-1297.997721095480756,0.250883832647541,0.986731889663775,0.902998455168071,-10.276479659845231
