kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,0.00316**2,0.000519602863073,0.022794799035602,-629.355342795018259,0.012212600226109,-2.409789707099464,-2.483816354759804,-42.413423262811307
DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05),0.000051120503803,0.007149860404411,-636.228391802931355,0.007041724372588,0.491832166745509,0.657248910913442,-1.067638337065483
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1, periodicity=1)",0.000170053966703,0.013040474174770,-631.075212681020730,0.012212600226109,-0.002445591182142,-0.140172297909949,-14.656388063532283
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5)",0.000170040289555,0.013039949752774,-631.075246555565741,0.012212114564353,-0.002373469961058,-0.140080595813728,-14.655020344696981
RBF(length_scale=1),RBF(length_scale=1e+05),0.000170049392817,0.013040298800915,-631.075223996594218,0.012212437827281,-0.002421488540542,-0.140141631070169,-14.655930469471690
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05)",0.000170050086332,0.013040325392108,-631.075223094013722,0.012212461481611,-0.002423972082604,-0.140146280926302,-14.656014793567866
WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05),0.000519780264872,0.022798689981489,-629.355343875082781,0.012212600226109,-2.411255081944506,-2.485005792561430,-42.424402127546863
1**2 * 1**2,0.00316**2 * 0.00316**2,0.000519780263097,0.022798689942567,-629.355191881611859,0.012212600226109,-2.411255067284076,-2.485005780662012,-42.424402017717746
1**2 + 1**2,0.00316**2 + 0.00316**2,0.000519425611497,0.022790910721107,-629.355493664399319,0.012212600226109,-2.408325667661331,-2.482627924165377,-42.402452488649914
1**2 * DotProduct(sigma_0=1),0.00316**2 * DotProduct(sigma_0=1e-05),0.000058622197699,0.007656513416622,-630.522824095302553,0.007057441310913,0.465048593204690,0.606951797980145,-1.980794827684897
1**2 + DotProduct(sigma_0=1),0.00316**2 + DotProduct(sigma_0=1e-05),0.000051120375004,0.007149851397356,-636.228429611880983,0.007041717672131,0.491835681714305,0.657249774476020,-1.067661640204870
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 * ExpSineSquared(length_scale=162, periodicity=1e-05)",0.000519602863078,0.022794799035701,-629.355342795018259,0.012212600226108,-2.409789707124574,-2.483816354790027,-42.413423263244965
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + ExpSineSquared(length_scale=1e+05, periodicity=1e+05)",0.000170053923952,0.013040472535605,-631.075217520684191,0.012212600226108,-0.002445543828611,-0.140172011274714,-14.656381516270244
"1**2 * Matern(length_scale=1, nu=1.5)","0.00316**2 * Matern(length_scale=1e+05, nu=1.5)",0.000519602863553,0.022794799046129,-629.355342795020306,0.012212600226049,-2.409789709773642,-2.483816357977568,-42.413423308972710
"1**2 + Matern(length_scale=1, nu=1.5)","0.00316**2 + Matern(length_scale=1e+05, nu=1.5)",0.000170040246801,0.013039948113422,-631.075251395240002,0.012212114564200,-0.002373422606996,-0.140080309157173,-14.655013796909806
1**2 * RBF(length_scale=1),0.00316**2 * RBF(length_scale=1e+05),0.000519602863234,0.022794799039120,-629.355342795018942,0.012212600226089,-2.409789707992644,-2.483816355834921,-42.413423278238731
1**2 + RBF(length_scale=1),0.00316**2 + RBF(length_scale=1e+05),0.000170049350065,0.013040297161688,-631.075228836261431,0.012212437827230,-0.002421441186897,-0.140141344427885,-14.655923922035244
