kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,0.238**2,0.376107290064392,0.613275867831428,-166.817501624987415,0.430692257186033,-0.671820221536338,-1.027578245447042,-237.808118109107312
DotProduct(sigma_0=1),DotProduct(sigma_0=1e-05),0.011971200272109,0.109412980363890,-170.552703986735594,0.107554366783746,0.897676955932026,0.935463773543283,-0.747840132717947
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.0188, periodicity=7.94e+04)",0.195515378653291,0.442171209661247,-167.308347380745545,0.402824707242604,0.109775157750657,-0.054015008163983,-120.621464560722742
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=543, nu=1.5)",0.207796440788462,0.455846948863829,-167.309009726031832,0.415983379527545,0.051725448968847,-0.120221686614681,-128.006948492527670
RBF(length_scale=1),RBF(length_scale=238),0.195496175544181,0.442149494565109,-167.308347361973347,0.402803706724508,0.109868741843656,-0.053911485027624,-120.610251918297195
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=4.39e+04, length_scale=238)",0.195473237275583,0.442123554309859,-167.308347366461533,0.402778615216558,0.109980677717942,-0.053787825806896,-120.596876075762310
WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05),0.510236240000000,0.714308224788151,-166.857478187163821,0.430692257186033,-1.421520655549538,-1.750661653182995,-304.679217252498518
1**2 * 1**2,0.423**2 * 0.563**2,0.376107206776517,0.613275799927339,-166.817501624987528,0.430692257186033,-0.671819784336054,-1.027577796445689,-237.808073208841847
1**2 + 1**2,0.102**2 + 0.215**2,0.376107414319375,0.613275969135735,-166.817501624987358,0.430692257186033,-0.671820873784002,-1.027578915300321,-237.808185094619205
1**2 * DotProduct(sigma_0=1),0.00889**2 * DotProduct(sigma_0=6.19e-05),0.109331042567397,0.330652449813088,-166.602958921484685,0.239010404853092,0.485891751832598,0.410601045718242,-65.067305944097328
1**2 + DotProduct(sigma_0=1),0.00316**2 + DotProduct(sigma_0=1e-05),0.011970832543569,0.109411299889770,-170.552713103907081,0.107552698473806,0.897679686479144,0.935465755952045,-0.747737268450748
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.238**2 * ExpSineSquared(length_scale=259, periodicity=1e+05)",0.376107663496384,0.613276172288133,-166.817501624988324,0.430692257182144,-0.671822181775238,-1.027580258602874,-237.808319425907825
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + ExpSineSquared(length_scale=0.0149, periodicity=9.98e+04)",0.195299526315968,0.441927059949906,-167.308351197617981,0.402588722419306,0.110827814201591,-0.052851357485184,-120.495515443179855
"1**2 * Matern(length_scale=1, nu=1.5)","0.238**2 * Matern(length_scale=1e+05, nu=1.5)",0.376106613274555,0.613275316048636,-166.817501628711341,0.430692237313865,-0.671816638792393,-1.027574596902102,-237.807756840254484
"1**2 + Matern(length_scale=1, nu=1.5)","0.00316**2 + Matern(length_scale=543, nu=1.5)",0.207810194204275,0.455862034177310,-167.309013462535432,0.415998167224192,0.051656352302659,-0.120295830688566,-128.014732239543264
1**2 * RBF(length_scale=1),0.238**2 * RBF(length_scale=1e+05),0.376107191570818,0.613275787530225,-166.817501626227397,0.430692250556961,-0.671819694483105,-1.027577714472415,-237.808066207418136
1**2 + RBF(length_scale=1),0.00316**2 + RBF(length_scale=238),0.195495688104214,0.442148943348522,-167.308351108517968,0.402803347603791,0.109870597671101,-0.053908857259700,-120.609905368263981
"1**2 * RationalQuadratic(alpha=1, length_scale=1)","0.238**2 * RationalQuadratic(alpha=0.0177, length_scale=6.5e+04)",0.376105780283016,0.613274636914829,-166.817501627934035,0.430692241485403,-0.671812272532489,-1.027570106280494,-237.807307021746823
"1**2 + RationalQuadratic(alpha=1, length_scale=1)","0.00316**2 + RationalQuadratic(alpha=2.72e+03, length_scale=238)",0.195453178647357,0.442100869313053,-167.308351168332536,0.402756837004771,0.110078332366033,-0.053679690603729,-120.585152132494770
